item	status	note
manifest/FILE_MANIFEST.tsv	INCLUDED	manifest
manifest/SHA256SUMS.tsv	INCLUDED	manifest
processed_tables/B1_EMTAB9043_METADATA.tsv	INCLUDED	processed_result_tables
processed_tables/B1_MASTER_SAMPLE_SHEET.tsv	INCLUDED	processed_result_tables
processed_tables/B1_MATRIX_AUDIT.tsv	INCLUDED	processed_result_tables
processed_tables/B2_ANALYSIS_MANIFEST.tsv	INCLUDED	processed_result_tables
processed_tables/B2_CONTRAST_DICTIONARY.tsv	INCLUDED	processed_result_tables
processed_tables/B2_FROZEN_SAMPLE_TABLE.tsv	INCLUDED	processed_result_tables
processed_tables/B35_C4_ENGINE_COMPARISON.tsv	INCLUDED	processed_result_tables
processed_tables/B35_C5_ENGINE_COMPARISON.tsv	INCLUDED	processed_result_tables
processed_tables/B35_DESEQ2_SUMMARY.tsv	INCLUDED	processed_result_tables
processed_tables/B35_GENE_ANNOTATION.tsv	INCLUDED	processed_result_tables
processed_tables/B35_R_MODEL_MATRIX.csv	INCLUDED	processed_result_tables
processed_tables/B3_DE_SUMMARY.tsv	INCLUDED	processed_result_tables
processed_tables/B3_FULL_RESULTS_C1.tsv	INCLUDED	processed_result_tables
processed_tables/B3_FULL_RESULTS_C2.tsv	INCLUDED	processed_result_tables
processed_tables/B3_FULL_RESULTS_C3.tsv	INCLUDED	processed_result_tables
processed_tables/B3_FULL_RESULTS_C4.tsv	INCLUDED	processed_result_tables
processed_tables/B3_FULL_RESULTS_C5.tsv	INCLUDED	processed_result_tables
processed_tables/B3_FULL_RESULTS_C5_INTERACTION.tsv	INCLUDED	processed_result_tables
processed_tables/B3_GSEA_ALL.tsv	INCLUDED	processed_result_tables
processed_tables/B3_GSEA_GOBP.tsv	INCLUDED	processed_result_tables
processed_tables/B3_GSEA_HALLMARK.tsv	INCLUDED	processed_result_tables
processed_tables/B3_GSEA_REACTOME.tsv	INCLUDED	processed_result_tables
processed_tables/B3_INTERACTION_TOP_GENES.tsv	INCLUDED	processed_result_tables
processed_tables/B3_SOFTWARE_VERSIONS.tsv	INCLUDED	processed_result_tables
processed_tables/C1_C4_CROSS_PLATFORM_COMPARISON.tsv	INCLUDED	processed_result_tables
processed_tables/C1_C5_CROSS_PLATFORM_COMPARISON.tsv	INCLUDED	processed_result_tables
processed_tables/C1_COMMON_GENE_UNIVERSE.tsv	INCLUDED	processed_result_tables
processed_tables/C1_GIN28_DBS_vs_CTRL.tsv	INCLUDED	processed_result_tables
processed_tables/C1_GIN28_TTFields_vs_CTRL.tsv	INCLUDED	processed_result_tables
processed_tables/C1_KNS42_DBS_vs_CTRL.tsv	INCLUDED	processed_result_tables
processed_tables/C1_KNS42_TTFields_vs_CTRL.tsv	INCLUDED	processed_result_tables
processed_tables/C1_PATHWAY_CONCORDANCE.tsv	INCLUDED	processed_result_tables
processed_tables/C1_SOFTWARE_VERSIONS.tsv	INCLUDED	processed_result_tables
processed_tables/C1_U87MG_DBS_vs_CTRL.tsv	INCLUDED	processed_result_tables
processed_tables/C1_U87MG_TTFields_vs_CTRL.tsv	INCLUDED	processed_result_tables
processed_tables/C2_11_EVIDENCE_GRADES.tsv	INCLUDED	processed_result_tables
processed_tables/C2_11_EXPANDED_CATEGORY_COUNTS.tsv	INCLUDED	processed_result_tables
processed_tables/C2_11_EXPANDED_MAPPING_DIAG.tsv	INCLUDED	processed_result_tables
processed_tables/C2_11_LOPO_A_core.tsv	INCLUDED	processed_result_tables
processed_tables/C2_11_LOPO_B_mapped_all.tsv	INCLUDED	processed_result_tables
processed_tables/C2_11_PATIENT_EFFECTS_A_core.tsv	INCLUDED	processed_result_tables
processed_tables/C2_11_PATIENT_EFFECTS_B_mapped_all.tsv	INCLUDED	processed_result_tables
processed_tables/C2_12_MASTER_EVIDENCE.tsv	INCLUDED	processed_result_tables
processed_tables/C2_2_FROZEN_SIGNATURES_COVERAGE.tsv	INCLUDED	processed_result_tables
processed_tables/C2_2_FROZEN_SIGNATURE_GENES.tsv	INCLUDED	processed_result_tables
processed_tables/C2_3_CC_DEPLETION_SUMMARY.tsv	INCLUDED	processed_result_tables
processed_tables/C2_3_CELLCYCLE_REMOVAL_LIST_FROZEN.tsv	INCLUDED	processed_result_tables
processed_tables/C2_4_COUTURIER_SAMPLE_ROLES.tsv	INCLUDED	processed_result_tables
processed_tables/C2_4_QC_NEFTEL_10X.tsv	INCLUDED	processed_result_tables
processed_tables/C2_4_QC_NEFTEL_SS2.tsv	INCLUDED	processed_result_tables
processed_tables/C2_DATASET_CANDIDATES.tsv	INCLUDED	processed_result_tables
processed_tables/C2_LAYERB_CNV_QC.tsv	INCLUDED	processed_result_tables
processed_tables/C2_LAYERB_STATE_TESTS.tsv	INCLUDED	processed_result_tables
processed_tables/C2_NEFTEL_PATIENT_CROSSWALK.tsv	INCLUDED	processed_result_tables
processed_tables/C2_couturier_layerA_alt_state_tests.tsv	INCLUDED	processed_result_tables
processed_tables/C2_couturier_layerA_lopo.tsv	INCLUDED	processed_result_tables
processed_tables/C2_couturier_layerA_state_tests.tsv	INCLUDED	processed_result_tables
processed_tables/C2_couturier_layerA_state_tests_all.tsv	INCLUDED	processed_result_tables
processed_tables/C2_ss2_state_tests_unified.tsv	INCLUDED	processed_result_tables
processed_tables/C3_C5_EXPLORATORY.tsv	INCLUDED	processed_result_tables
processed_tables/C3_DATASET_QC.tsv	INCLUDED	processed_result_tables
processed_tables/C3_PRIMARY_RESULTS.tsv	INCLUDED	processed_result_tables
processed_tables/C3_ROBUSTNESS.tsv	INCLUDED	processed_result_tables
processed_tables/C3_SECONDARY_RESULTS.tsv	INCLUDED	processed_result_tables
processed_tables/C4_CLAIM_FIGURE_MATRIX.tsv	INCLUDED	processed_result_tables
processed_tables/C4_MASTER_EVIDENCE.tsv	INCLUDED	processed_result_tables
processed_tables/C4_NEGATIVE_RESULTS.tsv	INCLUDED	processed_result_tables
processed_tables/GSE324656_FILE_INVENTORY.tsv	INCLUDED	processed_result_tables
processed_tables/GSE324656_NOVELTY_MATRIX.tsv	INCLUDED	processed_result_tables
processed_tables/GSE324656_SAMPLE_METADATA.tsv	INCLUDED	processed_result_tables
provenance/plotted_values/Fig1_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/Fig2_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/Fig3_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/Fig4_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/Fig5_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/Fig6_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/FigS1_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/FigS2_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/FigS3_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/FigS4_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/FigS5_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/FigS6_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/FigS7_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/FigS8_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/FigS9_values.tsv	INCLUDED	provenance_qc
provenance/plotted_values/README.txt	INCLUDED	provenance_qc
provenance/qc_assets/FIGURE_ASSET_AUDIT.tsv	INCLUDED	provenance_qc
provenance/qc_assets/FIGURE_FIG6_2X2_AXES_PAYLOAD.tsv	INCLUDED	provenance_qc
provenance/qc_assets/FIGURE_FIG6_2X2_VALUE_IDENTITY.tsv	INCLUDED	provenance_qc
provenance/qc_assets/FIGURE_RECONSTRUCTION_MAP.tsv	INCLUDED	provenance_qc
provenance/qc_assets/FIGURE_RECOVERY_MANIFEST.tsv	INCLUDED	provenance_qc
provenance/qc_assets/FIGURE_TECHNICAL_QC.tsv	INCLUDED	provenance_qc
provenance/qc_assets/FIGURE_VALUE_QC.tsv	INCLUDED	provenance_qc
provenance/qc_layout/layout_qc_fig6_2x2.txt	INCLUDED	provenance_qc
provenance/qc_layout/layout_qc_figs9.txt	INCLUDED	provenance_qc
provenance/qc_layout/layout_qc_figures.txt	INCLUDED	provenance_qc
qc_figures/B3_QC_C5_diagnostics.png	INCLUDED	analysis_qc_figures
qc_figures/B3_QC_C5_vs_C4_additivity.png	INCLUDED	analysis_qc_figures
scripts_R/B35_engine_verification.R	INCLUDED	analysis_scripts_R
scripts_R/B35_run_deseq2.R	INCLUDED	analysis_scripts_R
scripts_R/C1_dir.R	INCLUDED	analysis_scripts_R
scripts_R/C1_dir_rrho.R	INCLUDED	analysis_scripts_R
scripts_R/C1_gsea.R	INCLUDED	analysis_scripts_R
scripts_R/C1_limma.R	INCLUDED	analysis_scripts_R
scripts_R/C1_preprocess.R	INCLUDED	analysis_scripts_R
scripts_R/C1_preprocess2.R	INCLUDED	analysis_scripts_R
scripts_R/C1_preprocess3.R	INCLUDED	analysis_scripts_R
scripts_R/C1_preprocess4.R	INCLUDED	analysis_scripts_R
scripts_R/C1_versions.R	INCLUDED	analysis_scripts_R
scripts_R/versions.R	INCLUDED	analysis_scripts_R
scripts_figures/_layout_qc_fig6_2x2.py	INCLUDED	figure_scripts
scripts_figures/_layout_qc_figs9.py	INCLUDED	figure_scripts
scripts_figures/_layout_qc_figures.py	INCLUDED	figure_scripts
scripts_figures/compare_fig6_arrays.py	INCLUDED	figure_scripts
scripts_figures/fig1.py	INCLUDED	figure_scripts
scripts_figures/fig2_ac_only.py	INCLUDED	figure_scripts
scripts_figures/fig3.py	INCLUDED	figure_scripts
scripts_figures/fig4.py	INCLUDED	figure_scripts
scripts_figures/fig5.py	INCLUDED	figure_scripts
scripts_figures/fig6_2x2.py	INCLUDED	figure_scripts
scripts_figures/fig6_adonly.py	INCLUDED	figure_scripts
scripts_figures/figS.py	INCLUDED	figure_scripts
scripts_figures/figS9_render.py	INCLUDED	figure_scripts
scripts_figures/fig_common.py	INCLUDED	figure_scripts
scripts_figures/tech_qc.py	INCLUDED	figure_scripts
scripts_figures/verify_fig6_value_identity.py	INCLUDED	figure_scripts
scripts_python/B35_compare_engines.py	INCLUDED	analysis_scripts_python
scripts_python/B35_deepdive.py	INCLUDED	analysis_scripts_python
scripts_python/B35_final_annot.py	INCLUDED	analysis_scripts_python
scripts_python/b3_download_libs.py	INCLUDED	analysis_scripts_python
scripts_python/b3_gene_map2.py	INCLUDED	analysis_scripts_python
scripts_python/b3_step01_load_verify.py	INCLUDED	analysis_scripts_python
scripts_python/b3_step02_run.py	INCLUDED	analysis_scripts_python
scripts_python/b3_step03_sensitivity.py	INCLUDED	analysis_scripts_python
scripts_python/b3_step04_diag.py	INCLUDED	analysis_scripts_python
scripts_python/b3_step06_arch.py	INCLUDED	analysis_scripts_python
scripts_python/b3_step07_gsea.py	INCLUDED	analysis_scripts_python
scripts_python/b3_step08_gsea_summary.py	INCLUDED	analysis_scripts_python
scripts_python/b3_step09_evidence.py	INCLUDED	analysis_scripts_python
scripts_python/b3_step10_gsea_points.py	INCLUDED	analysis_scripts_python
scripts_python/c2_11_stepA.py	INCLUDED	analysis_scripts_python
scripts_python/c2_11_stepB.py	INCLUDED	analysis_scripts_python
scripts_python/c2_11_stepB2.py	INCLUDED	analysis_scripts_python
scripts_python/c2_11_stepC.py	INCLUDED	analysis_scripts_python
scripts_python/c2_layerb_prep.py	INCLUDED	analysis_scripts_python
scripts_python/c2_layerb_run.py	INCLUDED	analysis_scripts_python
scripts_python/c3_figures.py	INCLUDED	analysis_scripts_python
scripts_python/c3_finalize_tsv.py	INCLUDED	analysis_scripts_python
scripts_python/c3_main_analysis.py	INCLUDED	analysis_scripts_python
scripts_python/c3_rebuild_primary.py	INCLUDED	analysis_scripts_python
scripts_python/c3_rebuild_robust.py	INCLUDED	analysis_scripts_python
scripts_python/c3_robust_genegene.py	INCLUDED	analysis_scripts_python
scripts_python/c3_robust_part1.py	INCLUDED	analysis_scripts_python
scripts_python/download_tcga.py	INCLUDED	analysis_scripts_python
scripts_python/null_batch.py	INCLUDED	analysis_scripts_python
scripts_python/prep_matrices.py	INCLUDED	analysis_scripts_python
scripts_python/prep_sets.py	INCLUDED	analysis_scripts_python
scripts_python/run_layerb_batch.py	INCLUDED	analysis_scripts_python
scripts_python/scRNA_lib.py	INCLUDED	analysis_scripts_python
scripts_python/score_ssgsea.py	INCLUDED	analysis_scripts_python
# --- prior inclusion/exclusion audit (retained, sanitized) ---
CODE_RELEASE/scripts_python/B35_compare_engines.py	python/35	analysis_code	INCLUDED	5af57acea1742cea07548920853765801acd35809913cb55283bf0dba6f53cd4	temp/B35_compare_engines.py	abs_project_path; pipeline prefix 35
CODE_RELEASE/scripts_python/B35_deepdive.py	python/35	analysis_code	INCLUDED	dc3ac47ff2363ee659abf6fd981ac49938e9e2291ad140d87ed2248b1b7f4ad1	temp/B35_deepdive.py	abs_project_path; pipeline prefix 35
CODE_RELEASE/scripts_python/B35_final_annot.py	python/35	analysis_code	INCLUDED	ab5ca0993e65edf5e617d547758b3aa72232e4c43fc343cbb0c13c609efc5341	temp/B35_final_annot.py	abs_project_path; pipeline prefix 35
CODE_RELEASE/scripts_python/b3_download_libs.py	python/00	analysis_code	INCLUDED	911d5c0ada84a8404e6776fb58396c0b1897253b14fce796137ac11a5a23a6fa	temp/b3_download_libs.py	abs_project_path; pipeline prefix 00
CODE_RELEASE/scripts_python/b3_gene_map2.py	python/05	analysis_code	INCLUDED	1809e40ad0c6fd84b95951d9fd67611d3064a9174a22aec2c22cbe2b9984653f	temp/b3_gene_map2.py	abs_project_path; pipeline prefix 05
CODE_RELEASE/scripts_python/b3_step01_load_verify.py	python/05	analysis_code	INCLUDED	6359bb4e16a6c09f0515abfaf1895b7d2fc9fecabfd73dc2fb4f995bcddc3449	temp/b3_step01_load_verify.py	abs_project_path; pipeline prefix 05
CODE_RELEASE/scripts_python/b3_step02_run.py	python/05	analysis_code	INCLUDED	0c03cc4a051f05a465a58ac5834b3d9cb08b38b3f00558cd7447d617510bdc22	temp/b3_step02_run.py	abs_project_path; pipeline prefix 05
CODE_RELEASE/scripts_python/b3_step03_sensitivity.py	python/05	analysis_code	INCLUDED	8abe1732e128be185985145b1576cf45078163d392749b7a5bde28c8105147cc	temp/b3_step03_sensitivity.py	abs_project_path; pipeline prefix 05
CODE_RELEASE/scripts_python/b3_step04_diag.py	python/05	analysis_code	INCLUDED	fb880afd4c55668762fb0bacfafde9be635f6b2d4e8d8e60441072cc7b43d0e9	temp/b3_step04_diag.py	abs_project_path; pipeline prefix 05
CODE_RELEASE/scripts_python/b3_step06_arch.py	python/05	analysis_code	INCLUDED	0122eb8611281b66cc7b372761e62419f2dccc6b0458c3d918533ac57491fada	temp/b3_step06_arch.py	abs_project_path; pipeline prefix 05
CODE_RELEASE/scripts_python/b3_step07_gsea.py	python/05	analysis_code	INCLUDED	41e802d752c8d79ae8d4d54766b9cb08a1a6571c4298f6bd0f169be6f5d0fa64	temp/b3_step07_gsea.py	abs_project_path; pipeline prefix 05
CODE_RELEASE/scripts_python/b3_step08_gsea_summary.py	python/05	analysis_code	INCLUDED	374d0865803b45f6e5e5ed23362936e471b1bf9db461d90e3cf8577a3fc086bc	temp/b3_step08_gsea_summary.py	abs_project_path; pipeline prefix 05
CODE_RELEASE/scripts_python/b3_step09_evidence.py	python/05	analysis_code	INCLUDED	ec508fa1dcd4ac3c83655d9f3abb981f6c433ad124648ec112f6e0cbbab8ef88	temp/b3_step09_evidence.py	abs_project_path; pipeline prefix 05
CODE_RELEASE/scripts_python/b3_step10_gsea_points.py	python/05	analysis_code	INCLUDED	d0baed1357d33eaf372a04d5a6c8ca1b5dc9face544a2edc844063edb623c33c	temp/b3_step10_gsea_points.py	abs_project_path; pipeline prefix 05
CODE_RELEASE/scripts_python/c2_11_stepA.py	python/11	analysis_code	INCLUDED	85e8e9f01c3c36a95c81682dca5091ffb79ce46b71885dba286e49208d38c1b7	temp/c2_11_stepA.py	none; pipeline prefix 11
CODE_RELEASE/scripts_python/c2_11_stepB.py	python/11	analysis_code	INCLUDED	8f27f3991cb4d2380eec8b26625d0c08955c92d5bef3589ca581834208d50da3	temp/c2_11_stepB.py	none; pipeline prefix 11
CODE_RELEASE/scripts_python/c2_11_stepB2.py	python/11	analysis_code	INCLUDED	6e0913aa1f5632da799b7fd0ee6b2d328b0b658a1b68d70ed145c9db02841e7a	temp/c2_11_stepB2.py	none; pipeline prefix 11
CODE_RELEASE/scripts_python/c2_11_stepC.py	python/11	analysis_code	INCLUDED	67c56b62fa93741eec99c370d46784aadfdfe6ccba3aef802425983143b8efb1	temp/c2_11_stepC.py	none; pipeline prefix 11
CODE_RELEASE/scripts_python/c2_layerb_prep.py	python/10	analysis_code	INCLUDED	2df88583bca9883391474499cbbf19a95b107cfe8f88f2532f8b06a7335f83e6	temp/c2_layerb_prep.py	abs_project_path; pipeline prefix 10
CODE_RELEASE/scripts_python/c2_layerb_run.py	python/10	analysis_code	INCLUDED	15d67ab8daeba7fc228725cb6e62703f15f9c7a6651eaf464cf7a4ec6433e0c2	temp/c2_layerb_run.py	abs_project_path; pipeline prefix 10
CODE_RELEASE/scripts_python/c3_figures.py	python/20	analysis_code	INCLUDED	80db3dd66f7d66112560eb2dbec5ef6b98b4366f152892bda2fe9c509c051810	temp/c3_data/c3_figures.py	none; pipeline prefix 20
CODE_RELEASE/scripts_python/c3_finalize_tsv.py	python/20	analysis_code	INCLUDED	213eb469020c3d738454a1b283b46d844f3c7fe4159a2b860d844e38445dad65	temp/c3_data/c3_finalize_tsv.py	none; pipeline prefix 20
CODE_RELEASE/scripts_python/c3_main_analysis.py	python/20	analysis_code	INCLUDED	2ccfc166c2e59d97e06b4503825b272a4b97f580d1f93c06f15ac34dca666f35	temp/c3_data/c3_main_analysis.py	none; pipeline prefix 20
CODE_RELEASE/scripts_python/c3_rebuild_primary.py	python/20	analysis_code	INCLUDED	4ca8219d9289a41069fd0ed44806f15cda04bb94eaecdb9af82e56994ff55c30	temp/c3_data/c3_rebuild_primary.py	none; pipeline prefix 20
CODE_RELEASE/scripts_python/c3_rebuild_robust.py	python/20	analysis_code	INCLUDED	d6735d9346c3f86cbd0a2e63682012c05c93f1e0b5dc91b3a8063cee3aadc9c0	temp/c3_data/c3_rebuild_robust.py	none; pipeline prefix 20
CODE_RELEASE/scripts_python/c3_robust_genegene.py	python/20	analysis_code	INCLUDED	d70898590e1f3e903d58fa631c8e886b93c8c4be94b9e776df4e15bcd51cf4bf	temp/c3_data/c3_robust_genegene.py	none; pipeline prefix 20
CODE_RELEASE/scripts_python/c3_robust_part1.py	python/20	analysis_code	INCLUDED	b2df1d495d9c446d2a0f0e15d7ea3c56911e5d9778402ef9e880004bec6f2c27	temp/c3_data/c3_robust_part1.py	none; pipeline prefix 20
CODE_RELEASE/scripts_python/download_tcga.py	python/20	analysis_code	INCLUDED	44022de2ecfcfddb3973a24bcfd270e9b33df7a3c653979336ccf7b3d58205e3	temp/c3_data/download_tcga.py	none; pipeline prefix 20
CODE_RELEASE/scripts_python/null_batch.py	python/10	analysis_code	INCLUDED	483acc090588a863042ec57da16237dac3afa9ca4bb8c481699b9803c5afdfae	temp/null_batch.py	none; pipeline prefix 10
CODE_RELEASE/scripts_python/prep_matrices.py	python/20	analysis_code	INCLUDED	f7b8f36bc503ac64064d45f46ccd287e23bf1a996ef5d849b05f2106b14c99d7	temp/c3_data/prep_matrices.py	none; pipeline prefix 20
CODE_RELEASE/scripts_python/prep_sets.py	python/20	analysis_code	INCLUDED	ca50736cd4d3dc9ae5e80966ebadace2f7ed6965f5a19b800dcabc0f4cec7078	temp/c3_data/prep_sets.py	none; pipeline prefix 20
CODE_RELEASE/scripts_python/run_layerb_batch.py	python/10	analysis_code	INCLUDED	dfeb8b84331007ef514cff4996c563daaaa9d51b69e0c11fc0227ff05b4cbd45	temp/run_layerb_batch.py	none; pipeline prefix 10
CODE_RELEASE/scripts_python/scRNA_lib.py	python/10	analysis_code	INCLUDED	b7f3feddaf43c65d58790ab510e0d22dedf2efda3fa20b9e7d1522284a9c2f13	temp/scRNA_lib.py	none; pipeline prefix 10
CODE_RELEASE/scripts_python/score_ssgsea.py	python/20	analysis_code	INCLUDED	b718cb57c9d95cb2de5aeffabbfe52ba5946406c64c12d7adc1db365dbb314d0	temp/c3_data/score_ssgsea.py	none; pipeline prefix 20
CODE_RELEASE/scripts_R/B35_engine_verification.R	R/35	analysis_code	INCLUDED	a73fb1b260553311330ad9593d5cd72c2a4d0f826e36b80fec5a8cdf412f7581	temp/B35_engine_verification.R	none; pipeline prefix 35
CODE_RELEASE/scripts_R/B35_run_deseq2.R	R/35	analysis_code	INCLUDED	43c9d320e58aebdbed2c4369217056c02b5c028eb6a6797844d013502256312c	temp/B35_run_deseq2.R	none; pipeline prefix 35
CODE_RELEASE/scripts_R/C1_dir.R	R/c1	analysis_code	INCLUDED	d909d746c16648cffdafe8ae2fde46f288677abcc45e4db6338cf038760d4bc9	temp/C1_dir.R	abs_project_path; pipeline prefix c1
CODE_RELEASE/scripts_R/C1_dir_rrho.R	R/c1	analysis_code	INCLUDED	5b5f8be42b13155b5fefc2b4ad3439589b539e92e2f419068a89ae4697b4f39a	temp/C1_dir_rrho.R	abs_project_path; pipeline prefix c1
CODE_RELEASE/scripts_R/C1_gsea.R	R/c1	analysis_code	INCLUDED	1db9b5981cd01868e7c005bf2c7d3be05bd3673d81cc126fa126d4875690f17b	temp/C1_gsea.R	abs_project_path; pipeline prefix c1
CODE_RELEASE/scripts_R/C1_limma.R	R/c1	analysis_code	INCLUDED	da005b6086f89e4f3602856712ec49dc97b623fc1f64e26f3e7d71ad507b9b2f	temp/C1_limma.R	abs_project_path; pipeline prefix c1
CODE_RELEASE/scripts_R/C1_preprocess.R	R/c1	analysis_code	INCLUDED	2e1addda3f0cfe3b8ae7f5aaaaa51c8e1693927ed7d3f64f29e64908a14860d2	temp/C1_preprocess.R	abs_project_path; pipeline prefix c1
CODE_RELEASE/scripts_R/C1_preprocess2.R	R/c1	analysis_code	INCLUDED	816137045ee35e5e1ea3b6f9f10e5406e9ff84cde6ea2e9d2957754073fc89fd	temp/C1_preprocess2.R	abs_project_path; pipeline prefix c1
CODE_RELEASE/scripts_R/C1_preprocess3.R	R/c1	analysis_code	INCLUDED	b4d59e26e195a9cedfef59a6b38a6ec4fb15ee0fa94adcd5ccb405e02af3b040	temp/C1_preprocess3.R	abs_project_path; pipeline prefix c1
CODE_RELEASE/scripts_R/C1_preprocess4.R	R/c1	analysis_code	INCLUDED	e5ec27259736fa070e31486225f66a7da112b20ef167ae203bb89d912d9c51e7	temp/C1_preprocess4.R	abs_project_path; pipeline prefix c1
CODE_RELEASE/scripts_R/C1_versions.R	R/c1	analysis_code	INCLUDED	b98bde2fb064b4b2055066dd07c675f3f58ea7b112aacaa45f6da79ca5e78dcb	temp/C1_versions.R	none; pipeline prefix c1
CODE_RELEASE/scripts_R/versions.R	R/00	analysis_code	INCLUDED	6f79f3551be27260f91ca948a273d0f93893f5dff88f4b4257a3f078a46f7f79	temp/versions.R	none; pipeline prefix 00
CODE_RELEASE/docs/vendor/_infercnv_src.py	vendor	analysis_code	INCLUDED	bde17e95d1c35905d48973dad6b12a26489f0a9813f70df1f21660f52e1852ab	temp/_infercnv_src.py	none; reference source excerpt for CNV-QC provenance
-	excluded	analysis_code	EXCLUDED		temp/B35_build_deliverables.py	internal deliverable/report builder
-	excluded	analysis_code	EXCLUDED		temp/B35_engine_verification_20260907_224843_132.R	timestamped duplicate of B35_engine_verification.R
-	excluded	analysis_code	EXCLUDED		temp/C1_diag.R	diagnostic probe
-	excluded	analysis_code	EXCLUDED		temp/C1_diag2.R	diagnostic probe
